timestamp,building_id,active_power_kw,ambient_temp_c,is_mall_open,target_load_60m,load_lag_1h,load_lag_2h,load_lag_3h,load_lag_24h,load_roll_mean_6h,load_roll_max_6h,load_roll_std_6h,sin_hour,cos_hour,day_of_week,is_weekend
2026-08-21 00:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1388.84,16.2,0,1383.71,2195.9,4365.2,4346.13,1151.2,3684.769166666667,4639.72,1134.6487650558452,0.0,1.0,4,0
2026-08-21 00:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1165.0,15.4,0,1311.17,1933.68,2077.15,4392.38,1339.35,3552.0325,4639.72,1209.8799349279684,0.06540312923014306,0.9978589232386035,4,0
2026-08-21 00:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1212.51,16.2,0,1245.37,2206.84,2070.84,4233.57,1126.29,3410.7262499999997,4639.72,1283.2985533884175,0.13052619222005157,0.9914448613738104,4,0
2026-08-21 00:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1234.47,15.5,0,1134.21,1232.95,2155.1,4366.4,1219.96,3267.9258333333332,4520.41,1330.4133241735087,0.19509032201612825,0.9807852804032304,4,0
2026-08-21 01:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1383.71,15.4,0,1218.26,1388.84,2195.9,4365.2,1168.96,3136.9091666666664,4520.41,1370.477035008698,0.25881904510252074,0.9659258262890683,4,0
2026-08-21 01:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1311.17,15.1,0,1123.99,1165.0,1933.68,2077.15,1323.89,3015.23875,4520.41,1391.832581671631,0.3214394653031616,0.9469301294951057,4,0
2026-08-21 01:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1245.37,13.6,0,1204.0,1212.51,2206.84,2070.84,1357.09,2881.5204166666667,4443.36,1395.095884239344,0.3826834323650898,0.9238795325112867,4,0
2026-08-21 01:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1134.21,14.2,0,1345.26,1234.47,1232.95,2155.1,1168.37,2748.2708333333335,4392.38,1392.1557035916467,0.44228869021900125,0.8968727415326884,4,0
2026-08-21 02:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1218.26,14.1,0,1377.05,1383.71,1388.84,2195.9,1158.91,2618.97,4392.38,1391.9425117439293,0.49999999999999994,0.8660254037844387,4,0
2026-08-21 02:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1123.99,15.1,0,1183.89,1311.17,1165.0,1933.68,1245.26,2491.3516666666665,4392.38,1373.2067962181475,0.5555702330196022,0.8314696123025452,4,0
2026-08-21 02:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1204.0,14.5,0,1273.04,1245.37,1212.51,2206.84,1185.31,2360.1858333333334,4392.38,1345.8018084848202,0.6087614290087207,0.7933533402912352,4,0
2026-08-21 02:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1345.26,14.3,0,1146.98,1134.21,1234.47,1232.95,1235.32,2232.6766666666667,4392.38,1301.811633153772,0.6593458151000688,0.7518398074789774,4,0
2026-08-21 03:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1377.05,14.9,0,1271.68,1218.26,1383.71,1388.84,1216.55,2105.955416666666,4392.38,1229.0198355670293,0.7071067811865476,0.7071067811865476,4,0
2026-08-21 03:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1183.89,14.6,0,1428.3,1123.99,1311.17,1165.0,1284.72,1982.2437499999999,4392.38,1139.9251596403053,0.7518398074789774,0.6593458151000688,4,0
2026-08-21 03:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1273.04,14.7,0,1222.7,1204.0,1245.37,1212.51,1290.93,1848.5566666666666,4366.4,1027.5880116105843,0.7933533402912352,0.6087614290087207,4,0
2026-08-21 03:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1146.98,15.1,0,1193.88,1345.26,1134.21,1234.47,1211.39,1725.20125,4366.4,898.41133260358,0.8314696123025451,0.5555702330196024,4,0
2026-08-21 04:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1271.68,15.3,0,1364.56,1377.05,1218.26,1383.71,1172.69,1591.0587500000001,4365.2,706.8249629047654,0.8660254037844386,0.5000000000000001,4,0
2026-08-21 04:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1428.3,17.0,0,1187.86,1183.89,1123.99,1311.17,1357.25,1462.1620833333334,2206.84,389.9963123011692,0.8968727415326884,0.44228869021900125,4,0
2026-08-21 04:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1222.7,15.3,0,1234.55,1273.04,1204.0,1245.37,1170.19,1435.1266666666668,2206.84,367.3423007361683,0.9238795325112867,0.38268343236508984,4,0
2026-08-21 04:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1193.88,15.2,0,1199.7,1146.98,1345.26,1134.21,1311.81,1399.7875000000001,2206.84,343.55238203536067,0.9469301294951056,0.3214394653031617,4,0
2026-08-21 05:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1364.56,16.7,0,1241.05,1271.68,1377.05,1218.26,1301.6,1359.7366666666667,2206.84,305.6036624476966,0.9659258262890683,0.25881904510252074,4,0
2026-08-21 05:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1187.86,16.4,0,1110.63,1428.3,1183.89,1123.99,1272.06,1325.0975,2206.84,248.4832235829418,0.9807852804032304,0.19509032201612833,4,0
2026-08-21 05:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1234.55,16.0,0,1127.69,1222.7,1273.04,1204.0,1270.78,1294.0216666666668,2206.84,213.19459159194034,0.9914448613738104,0.1305261922200517,4,0
2026-08-21 05:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1199.7,17.1,0,1424.51,1193.88,1146.98,1345.26,1271.24,1253.5095833333332,1428.3,87.55235832141295,0.9978589232386035,0.06540312923014327,4,0
2026-08-21 06:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1241.05,17.7,0,1138.7,1364.56,1271.68,1377.05,1256.42,1252.1241666666667,1428.3,88.15284773896366,1.0,6.123233995736766e-17,4,0
2026-08-21 06:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1110.63,17.7,0,1282.45,1187.86,1428.3,1183.89,1309.97,1245.96625,1428.3,83.21073419530819,0.9978589232386035,-0.06540312923014314,4,0
2026-08-21 06:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1127.69,20.5,0,1156.25,1234.55,1222.7,1273.04,1219.63,1243.7008333333333,1428.3,86.19739751524946,0.9914448613738104,-0.1305261922200516,4,0
2026-08-21 06:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1424.51,19.1,0,1323.85,1199.7,1193.88,1146.98,1189.31,1240.1666666666667,1428.3,89.21777901713173,0.9807852804032304,-0.1950903220161282,4,0
2026-08-21 07:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1138.7,22.1,0,2014.27,1241.05,1364.56,1271.68,1392.02,1248.085,1428.3,96.80120610996525,0.9659258262890683,-0.25881904510252063,4,0
2026-08-21 07:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1282.45,20.7,0,1919.38,1110.63,1187.86,1428.3,1341.99,1237.87625,1428.3,94.77446509027786,0.9469301294951057,-0.3214394653031616,4,0
2026-08-21 07:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1156.25,22.6,0,2024.69,1127.69,1234.55,1222.7,1218.19,1236.6795833333333,1428.3,93.98683059823816,0.9238795325112868,-0.3826834323650895,4,0
2026-08-21 07:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1323.85,22.0,0,1997.24,1424.51,1199.7,1193.88,1305.69,1232.9662500000002,1428.3,95.37876934540483,0.8968727415326884,-0.44228869021900113,4,0
2026-08-21 08:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,2014.27,23.0,0,2146.21,1138.7,1241.05,1364.56,2125.37,1240.8679166666668,1428.3,94.69449935719932,0.8660254037844387,-0.4999999999999998,4,0
2026-08-21 08:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1919.38,23.3,0,2083.42,1282.45,1110.63,1187.86,2006.08,1274.035,2014.27,183.8572749148824,0.8314696123025451,-0.5555702330196023,4,0
2026-08-21 08:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,2024.69,23.9,0,2050.01,1156.25,1127.69,1234.55,2031.83,1307.1762500000002,2014.27,223.12765809522918,0.7933533402912352,-0.6087614290087207,4,0
2026-08-21 08:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,1997.24,24.8,0,2080.07,1323.85,1424.51,1199.7,1942.34,1341.3716666666667,2024.69,265.49328149472433,0.7518398074789774,-0.6593458151000688,4,0
2026-08-21 09:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,2146.21,25.5,0,4615.22,2014.27,1138.7,1241.05,2097.23,1368.5375000000001,2024.69,297.35283312487155,0.7071067811865476,-0.7071067811865475,4,0
2026-08-21 09:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,2083.42,25.9,0,4633.42,1919.38,1282.45,1110.63,2115.6,1400.5858333333333,2146.21,337.10287605232634,0.659345815100069,-0.7518398074789773,4,0
2026-08-21 09:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,2050.01,26.5,0,4392.92,2024.69,1156.25,1127.69,2065.06,1438.06625,2146.21,361.1137773106746,0.6087614290087209,-0.793353340291235,4,0
2026-08-21 09:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,2080.07,26.6,0,4719.11,1997.24,1323.85,1424.51,2020.61,1470.4399999999998,2146.21,380.0091956095572,0.5555702330196025,-0.831469612302545,4,0
2026-08-21 10:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4615.22,27.6,1,4537.47,2146.21,2014.27,1138.7,4391.72,1509.3187499999997,2146.21,392.98776027308185,0.49999999999999994,-0.8660254037844387,4,0
2026-08-21 10:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4633.42,29.1,1,4832.5,2083.42,1919.38,1282.45,4426.88,1648.6329166666667,4615.22,742.3948803965086,0.4422886902190017,-0.8968727415326881,4,0
2026-08-21 10:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4392.92,28.3,1,4656.1,2050.01,2024.69,1156.25,4515.0,1782.1795833333333,4633.42,958.0058067014672,0.3826834323650899,-0.9238795325112867,4,0
2026-08-21 10:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4719.11,30.0,1,4849.57,2080.07,1997.24,1323.85,4580.76,1914.2720833333335,4633.42,1087.3384682472386,0.32143946530316175,-0.9469301294951056,4,0
2026-08-21 11:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4537.47,30.1,1,4841.75,4615.22,2146.21,2014.27,4745.66,2061.1566666666668,4719.11,1216.2551714807303,0.258819045102521,-0.9659258262890682,4,0
2026-08-21 11:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4832.5,30.8,1,4910.49,4633.42,2083.42,1919.38,4761.89,2193.36125,4719.11,1306.3518790536734,0.19509032201612816,-0.9807852804032304,4,0
2026-08-21 11:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4656.1,30.1,1,4808.83,4392.92,2050.01,2024.69,4740.73,2345.22125,4832.5,1393.3275135672823,0.130526192220052,-0.9914448613738104,4,0
2026-08-21 11:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4849.57,31.3,1,4985.26,4719.11,2080.07,1997.24,4572.48,2487.7858333333334,4832.5,1448.6889725749083,0.06540312923014312,-0.9978589232386035,4,0
2026-08-21 12:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4841.75,31.4,1,4999.43,4537.47,4615.22,2146.21,4685.73,2639.86375,4849.57,1498.3162827590766,1.2246467991473532e-16,-1.0,4,0
2026-08-21 12:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4910.49,31.7,1,4949.47,4832.5,4633.42,2083.42,4854.94,2789.892916666666,4849.57,1532.053209478617,-0.06540312923014287,-0.9978589232386035,4,0
2026-08-21 12:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4808.83,33.1,1,5033.74,4656.1,4392.92,2050.01,5048.47,2948.2204166666666,4910.49,1547.2371948776508,-0.13052619222005177,-0.9914448613738104,4,0
2026-08-21 12:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4985.26,32.4,1,5104.9,4849.57,4719.11,2080.07,5030.32,3101.60125,4910.49,1541.3659704056192,-0.19509032201612792,-0.9807852804032305,4,0
2026-08-21 13:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4999.43,33.0,1,4983.9,4841.75,4537.47,4615.22,4930.4,3249.965833333333,4985.26,1544.286162575128,-0.2588190451025208,-0.9659258262890683,4,0
2026-08-21 13:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4949.47,31.9,1,5195.59,4910.49,4832.5,4633.42,4941.76,3410.8295833333336,4999.43,1515.614156475359,-0.32143946530316153,-0.9469301294951057,4,0
2026-08-21 13:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5033.74,34.2,1,5302.27,4808.83,4656.1,4392.92,4954.16,3563.6220833333336,4999.43,1476.0420897703873,-0.38268343236508967,-0.9238795325112868,4,0
2026-08-21 13:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5104.9,33.8,1,5218.12,4985.26,4849.57,4719.11,5129.07,3725.1841666666664,5033.74,1411.8975321020282,-0.44228869021900147,-0.8968727415326883,4,0
2026-08-21 14:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4983.9,33.4,1,5250.19,4999.43,4841.75,4537.47,4909.78,3882.7279166666667,5104.9,1341.4947203933743,-0.4999999999999997,-0.8660254037844388,4,0
2026-08-21 14:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5195.59,33.3,1,5105.46,4949.47,4910.49,4832.5,5049.84,4006.4625,5104.9,1297.9077643829908,-0.555570233019602,-0.8314696123025455,4,0
2026-08-21 14:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5302.27,33.8,1,4998.61,5033.74,4808.83,4656.1,5115.63,4142.97125,5195.59,1239.843337036588,-0.6087614290087207,-0.7933533402912352,4,0
2026-08-21 14:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5218.12,34.2,1,4995.86,5104.9,4985.26,4849.57,5182.94,4279.537083333334,5302.27,1175.1987288501994,-0.6593458151000688,-0.7518398074789774,4,0
2026-08-21 15:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5250.19,34.5,1,5050.21,4983.9,4999.43,4841.75,5034.56,4413.7404166666665,5302.27,1083.5714355234863,-0.7071067811865471,-0.7071067811865479,4,0
2026-08-21 15:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5105.46,33.8,1,5136.98,5195.59,4949.47,4910.49,5220.81,4543.072916666667,5302.27,981.6009661881753,-0.7518398074789773,-0.6593458151000691,4,0
2026-08-21 15:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4998.61,33.2,1,5146.18,5302.27,5033.74,4808.83,5151.8,4668.99125,5302.27,835.2892502877056,-0.7933533402912349,-0.6087614290087209,4,0
2026-08-21 15:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4995.86,33.6,1,4798.55,5218.12,5104.9,4985.26,5027.56,4791.849583333334,5302.27,623.2667332794719,-0.8314696123025452,-0.5555702330196022,4,0
2026-08-21 16:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5050.21,33.2,1,4741.63,5250.19,4983.9,4999.43,4882.17,4913.340833333334,5302.27,234.82106493755663,-0.8660254037844385,-0.5000000000000004,4,0
2026-08-21 16:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5136.98,33.2,1,4991.23,5105.46,5195.59,4949.47,4827.15,4931.465416666667,5302.27,227.48287784548702,-0.8968727415326883,-0.44228869021900136,4,0
2026-08-21 16:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,5146.18,33.3,1,4632.98,4998.61,5302.27,5033.74,4973.85,4952.4470833333335,5302.27,221.95320882680886,-0.9238795325112868,-0.3826834323650895,4,0
2026-08-21 16:45:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4798.55,31.0,1,4612.02,4995.86,5218.12,5104.9,4715.41,4983.832916666667,5302.27,190.40853242846185,-0.9469301294951056,-0.3214394653031618,4,0
2026-08-21 17:00:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4741.63,30.8,1,4653.4,5050.21,5250.19,4983.9,4972.99,4987.142916666667,5302.27,186.25169999759837,-0.9659258262890683,-0.25881904510252063,4,0
2026-08-21 17:15:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4991.23,32.0,1,4749.51,5136.98,5105.46,5195.59,5240.98,4995.649583333333,5302.27,168.6515756762515,-0.9807852804032303,-0.19509032201612866,4,0
2026-08-21 17:30:00+00:00,urn:ngsi-ld:Building:PUNE:BLD-PHOENIX-01,4632.98,30.3,1,4422.07,5146.18,4998.61,5302.27,4712.1,5002.263333333333,5302.27,165.04927948335222,-0.9914448613738104,-0.13052619222005163,4,0
